,masa,px,py,pz,E,masa*,px*,py*,pz*,E*
86,-13.0,27.784009271,-22.54593871,28.25849098,45.593999999999994,13.0,-27.784009271,22.54593871,-28.25849098,45.593999999999994
87,-13.0,38.44739284,-22.327117621,10.104980877000001,45.593999999999994,13.0,-38.44739284,22.327117621,-10.104980877000001,45.593999999999994
88,-13.0,-35.907551484,12.895835727,-24.963132881999996,45.593999999999994,13.0,35.907551484,-12.895835727,24.963132881999996,45.593999999999994
89,-13.0,17.063346805,-2.4046765968,42.212232377,45.593999999999994,13.0,-17.063346805,2.4046765968,-42.212232377,45.593999999999994
90,-13.0,1.1847003824,-45.169145808,-6.0957024216999995,45.593999999999994,13.0,-1.1847003824,45.169145808,6.0957024216999995,45.593999999999994
91,-13.0,-37.011787329,8.7971612854,-25.130666286999997,45.593999999999994,13.0,37.011787329,-8.7971612854,25.130666286999997,45.593999999999994
92,-13.0,14.557324162999999,40.302900048000005,-15.574767957999999,45.593999999999994,13.0,-14.557324162999999,-40.302900048000005,15.574767957999999,45.593999999999994
93,-13.0,-11.553772572,44.05765026899999,2.0607348494,45.593999999999994,13.0,11.553772572,-44.05765026899999,-2.0607348494,45.593999999999994
94,-13.0,0.5947689927300001,-26.924071673,36.790670698,45.593999999999994,13.0,-0.5947689927300001,26.924071673,-36.790670698,45.593999999999994
95,-13.0,-25.627192394,26.465926360999998,-26.86288495,45.593999999999994,13.0,25.627192394,-26.465926360999998,26.86288495,45.593999999999994
96,-13.0,34.509379337,-24.468884205,-17.005566134000002,45.593999999999994,13.0,-34.509379337,24.468884205,17.005566134000002,45.593999999999994
97,-13.0,-12.927520387000001,14.464096168,41.261143643000004,45.593999999999994,13.0,12.927520387000001,-14.464096168,-41.261143643000004,45.593999999999994
98,-13.0,-38.28279395,-20.724057278,13.555588269000001,45.593999999999994,13.0,38.28279395,20.724057278,-13.555588269000001,45.593999999999994
99,-13.0,-21.7773551,-33.983641391,21.205465301,45.593999999999994,13.0,21.7773551,33.983641391,-21.205465301,45.593999999999994
100,-13.0,41.894152266,-14.742343785,10.312911405,45.593999999999994,13.0,-41.894152266,14.742343785,-10.312911405,45.593999999999994
101,-13.0,-37.641718342,25.683095111999997,-1.5141009484999999,45.593999999999994,13.0,37.641718342,-25.683095111999997,1.5141009484999999,45.593999999999994
102,-13.0,-20.838611317,5.524624986799999,-40.175161893,45.593999999999994,13.0,20.838611317,-5.524624986799999,40.175161893,45.593999999999994
103,-13.0,6.4071618865,37.108248687,-25.704843745,45.593999999999994,13.0,-6.4071618865,-37.108248687,25.704843745,45.593999999999994
104,-13.0,39.41780198,-14.44728248,17.785548964,45.593999999999994,13.0,-39.41780198,14.44728248,-17.785548964,45.593999999999994
105,-13.0,-42.746439779,-8.3038387825,-13.512993144000001,45.593999999999994,13.0,42.746439779,8.3038387825,13.512993144000001,45.593999999999994
106,-13.0,7.339615168099999,-34.821758966,-28.502420734,45.593999999999994,13.0,-7.339615168099999,34.821758966,28.502420734,45.593999999999994
107,-13.0,-41.280808997,18.632156132000002,-5.2488477239,45.593999999999994,13.0,41.280808997,-18.632156132000002,5.2488477239,45.593999999999994
108,-13.0,-34.535794549,9.2107361662,28.306431604,45.593999999999994,13.0,34.535794549,-9.2107361662,-28.306431604,45.593999999999994
109,-13.0,-43.708573351999995,2.7415453247,-12.682956309000001,45.593999999999994,13.0,43.708573351999995,-2.7415453247,12.682956309000001,45.593999999999994
110,-13.0,-13.536906970999999,41.140783411,14.247839345,45.593999999999994,13.0,13.536906970999999,-41.140783411,-14.247839345,45.593999999999994
111,-13.0,28.545391736,-21.765943095,28.110801621,45.593999999999994,13.0,-28.545391736,21.765943095,-28.110801621,45.593999999999994
112,-13.0,-25.76809808,-1.6287368659,-37.578786218000005,45.593999999999994,13.0,25.76809808,1.6287368659,37.578786218000005,45.593999999999994
113,-13.0,23.410796076,34.526760685,-18.402452546,45.593999999999994,13.0,-23.410796076,-34.526760685,18.402452546,45.593999999999994
114,-13.0,-6.5195592406,-22.948045805,-38.854798636,45.593999999999994,13.0,6.5195592406,22.948045805,38.854798636,45.593999999999994
115,-13.0,31.632251305,17.311210067,27.90224936,45.593999999999994,13.0,-31.632251305,-17.311210067,-27.90224936,45.593999999999994
116,-13.0,7.646996885,37.851990836999995,24.239700169000002,45.593999999999994,13.0,-7.646996885,-37.851990836999995,-24.239700169000002,45.593999999999994
117,-13.0,11.621669530999998,-24.76956139,36.472160093,45.593999999999994,13.0,-11.621669530999998,24.76956139,-36.472160093,45.593999999999994
118,-13.0,-3.7299106710000003,-24.724199113,38.126297756,45.593999999999994,13.0,3.7299106710000003,24.724199113,-38.126297756,45.593999999999994
119,-13.0,-33.326277383000004,-18.055786246,25.340888991,45.593999999999994,13.0,33.326277383000004,18.055786246,-25.340888991,45.593999999999994
120,-13.0,45.537530236,2.2683792940000003,-0.025127951489,45.593999999999994,13.0,-45.537530236,-2.2683792940000003,0.025127951489,45.593999999999994
121,-13.0,27.352874964,-36.208494753000004,4.4247005477,45.593999999999994,13.0,-27.352874964,36.208494753000004,-4.4247005477,45.593999999999994
122,-13.0,39.763892755,-17.760116546,13.499034382,45.593999999999994,13.0,-39.763892755,17.760116546,-13.499034382,45.593999999999994
123,-13.0,-41.14623179,-1.8496891225,-19.554515991,45.593999999999994,13.0,41.14623179,1.8496891225,19.554515991,45.593999999999994
124,-13.0,-30.520270926,33.556441391,4.6142323072,45.593999999999994,13.0,30.520270926,-33.556441391,-4.6142323072,45.593999999999994
125,-13.0,26.959228339000003,0.79877218332,-36.761050126,45.593999999999994,13.0,-26.959228339000003,-0.79877218332,36.761050126,45.593999999999994
126,-13.0,27.049381568,-36.602819956,-2.7161303438999997,45.593999999999994,13.0,-27.049381568,36.602819956,2.7161303438999997,45.593999999999994
127,-13.0,4.6955402955,38.72946312,23.596470579000002,45.593999999999994,13.0,-4.6955402955,-38.72946312,-23.596470579000002,45.593999999999994
128,-13.0,4.8933142229,-43.122427546000004,-13.975856127,45.593999999999994,13.0,-4.8933142229,43.122427546000004,13.975856127,45.593999999999994
129,-13.0,45.161964088999994,-2.4957279903,5.7429241187999995,45.593999999999994,13.0,-45.161964088999994,2.4957279903,-5.7429241187999995,45.593999999999994
130,-13.0,32.782699101999995,28.01826446,-14.801497634,45.593999999999994,13.0,-32.782699101999995,-28.01826446,14.801497634,45.593999999999994
131,-13.0,33.694880114,-27.354266346,-13.971828899,45.593999999999994,13.0,-33.694880114,27.354266346,13.971828899,45.593999999999994
132,-13.0,1.3101214341,28.206254481,-35.798095284,45.593999999999994,13.0,-1.3101214341,-28.206254481,35.798095284,45.593999999999994
133,-13.0,1.7051038562,2.329846462,45.502497428999995,45.593999999999994,13.0,-1.7051038562,-2.329846462,-45.502497428999995,45.593999999999994
134,-13.0,18.650918069,-40.820459365,-8.0402853434,45.593999999999994,13.0,-18.650918069,40.820459365,8.0402853434,45.593999999999994
135,-13.0,36.863920703000005,-11.847240436,-24.072953298,45.593999999999994,13.0,-36.863920703000005,11.847240436,24.072953298,45.593999999999994
136,-13.0,2.4638863108,40.689968680999996,-20.422256215999997,45.593999999999994,13.0,-2.4638863108,-40.689968680999996,20.422256215999997,45.593999999999994
137,-13.0,-38.779917847,-0.016201405226,-23.977709341,45.593999999999994,13.0,38.779917847,0.016201405226,23.977709341,45.593999999999994
138,-13.0,-27.017248924,-34.606855486,12.298237677000001,45.593999999999994,13.0,27.017248924,34.606855486,-12.298237677000001,45.593999999999994
139,-13.0,-2.8107024983,42.54485884,-16.150782450999998,45.593999999999994,13.0,2.8107024983,-42.54485884,16.150782450999998,45.593999999999994
140,-13.0,-29.40089743,-31.882439186,14.068053805,45.593999999999994,13.0,29.40089743,31.882439186,-14.068053805,45.593999999999994
141,-13.0,7.2417832223000005,-12.103219092,-43.357600248999994,45.593999999999994,13.0,-7.2417832223000005,12.103219092,43.357600248999994,45.593999999999994
142,-13.0,-41.100124024,-13.785513774000002,-14.126296443,45.593999999999994,13.0,41.100124024,13.785513774000002,14.126296443,45.593999999999994
143,-13.0,-10.15123524,-9.137577306499999,43.50022919600001,45.593999999999994,13.0,10.15123524,9.137577306499999,-43.50022919600001,45.593999999999994
144,-13.0,-9.3219400208,20.990109888,39.386921143,45.593999999999994,13.0,9.3219400208,-20.990109888,-39.386921143,45.593999999999994
145,-13.0,-6.0731997641,30.659195399999998,-33.195524067,45.593999999999994,13.0,6.0731997641,-30.659195399999998,33.195524067,45.593999999999994
146,-13.0,1.0680436099,45.441973058,3.5635941689,45.593999999999994,13.0,-1.0680436099,-45.441973058,-3.5635941689,45.593999999999994
147,-13.0,11.936812385,-13.262291437,41.957561558,45.593999999999994,13.0,-11.936812385,13.262291437,-41.957561558,45.593999999999994
148,-13.0,-3.0253323827,33.589043837,-30.682834518000003,45.593999999999994,13.0,3.0253323827,-33.589043837,30.682834518000003,45.593999999999994
149,-13.0,-31.170727169,-30.320530680999997,-13.706349733,45.593999999999994,13.0,31.170727169,30.320530680999997,13.706349733,45.593999999999994
150,-13.0,13.486432483,-37.87886145,21.49699584,45.593999999999994,13.0,-13.486432483,37.87886145,-21.49699584,45.593999999999994
151,-13.0,-19.349375847,-40.866769592,5.8584668174,45.593999999999994,13.0,19.349375847,40.866769592,-5.8584668174,45.593999999999994
152,-13.0,-8.52877872,32.9017462,-30.389930348000004,45.593999999999994,13.0,8.52877872,-32.9017462,30.389930348000004,45.593999999999994
153,-13.0,41.398741923,19.103679501,0.080204382974,45.593999999999994,13.0,-41.398741923,-19.103679501,-0.080204382974,45.593999999999994
154,-13.0,-44.349370926000006,10.572885426000001,0.40028521373000003,45.593999999999994,13.0,44.349370926000006,-10.572885426000001,-0.40028521373000003,45.593999999999994
155,-13.0,-11.585906308,19.932413065,39.33546136,45.593999999999994,13.0,11.585906308,-19.932413065,-39.33546136,45.593999999999994
156,-13.0,27.342373352,-32.258438535,17.047011432999998,45.593999999999994,13.0,-27.342373352,32.258438535,-17.047011432999998,45.593999999999994
157,-13.0,5.99837568,-38.891370973,23.02810433,45.593999999999994,13.0,-5.99837568,38.891370973,-23.02810433,45.593999999999994
158,-13.0,-31.589433173000003,-23.316550273,23.178848789,45.593999999999994,13.0,31.589433173000003,23.316550273,-23.178848789,45.593999999999994
159,-13.0,15.484333494000001,-21.285535152,37.228675044,45.593999999999994,13.0,-15.484333494000001,21.285535152,-37.228675044,45.593999999999994
160,-13.0,18.148654480999998,10.848963595,-40.394791315999996,45.593999999999994,13.0,-18.148654480999998,-10.848963595,40.394791315999996,45.593999999999994
161,-13.0,-9.1428898356,-44.505229971000006,3.8085307805,45.593999999999994,13.0,9.1428898356,44.505229971000006,-3.8085307805,45.593999999999994
162,-13.0,-39.056945965,-1.4968165950999999,23.476101634000003,45.593999999999994,13.0,39.056945965,1.4968165950999999,-23.476101634000003,45.593999999999994
163,-13.0,-45.412390588,3.4961583979000004,2.0747273457,45.593999999999994,13.0,45.412390588,-3.4961583979000004,-2.0747273457,45.593999999999994
164,-13.0,24.874910105999998,7.313293090499999,37.504232126,45.593999999999994,13.0,-24.874910105999998,-7.313293090499999,-37.504232126,45.593999999999994
165,-13.0,20.929633093,35.050870482,20.30270359,45.593999999999994,13.0,-20.929633093,-35.050870482,-20.30270359,45.593999999999994
166,-13.0,7.7938607342,8.9894370129,-44.01429987,45.593999999999994,13.0,-7.7938607342,-8.9894370129,44.01429987,45.593999999999994
167,-13.0,11.536159072,-41.020593001,-16.218533218,45.593999999999994,13.0,-11.536159072,41.020593001,16.218533218,45.593999999999994
168,-13.0,3.2257538836,-20.969006688,40.357255932,45.593999999999994,13.0,-3.2257538836,20.969006688,-40.357255932,45.593999999999994
169,-13.0,2.7986144254000003,-44.787410128000005,-8.0665040348,45.593999999999994,13.0,-2.7986144254000003,44.787410128000005,8.0665040348,45.593999999999994
170,-13.0,-41.648186617,9.5726681931,-15.893565087,45.593999999999994,13.0,41.648186617,-9.5726681931,15.893565087,45.593999999999994
171,-13.0,20.482136953,-8.091293873,-39.922748719,45.593999999999994,13.0,-20.482136953,8.091293873,39.922748719,45.593999999999994
172,-13.0,31.557174795,28.090624267,-17.142764748,45.593999999999994,13.0,-31.557174795,-28.090624267,17.142764748,45.593999999999994
173,-13.0,-29.95303176,24.738733889000002,23.866792201,45.593999999999994,13.0,29.95303176,-24.738733889000002,-23.866792201,45.593999999999994
174,-13.0,-5.2628549836000005,42.139587894,-16.59428593,45.593999999999994,13.0,5.2628549836000005,-42.139587894,16.59428593,45.593999999999994
175,-13.0,-23.437832613,7.8512981539,-38.312373402,45.593999999999994,13.0,23.437832613,-7.8512981539,38.312373402,45.593999999999994
176,-13.0,28.189380932,-29.27713704,20.664483671,45.593999999999994,13.0,-28.189380932,29.27713704,-20.664483671,45.593999999999994
177,-13.0,-19.728142825,10.684790096,-39.691919546,45.593999999999994,13.0,19.728142825,-10.684790096,39.691919546,45.593999999999994
178,-13.0,34.240959908,-24.990115857,16.78879418,45.593999999999994,13.0,-34.240959908,24.990115857,-16.78879418,45.593999999999994
179,-13.0,-44.466128655,3.257235263,9.5376441974,45.593999999999994,13.0,44.466128655,-3.257235263,-9.5376441974,45.593999999999994
180,-13.0,10.845282455,-7.780472071599999,-43.596524388999995,45.593999999999994,13.0,-10.845282455,7.780472071599999,43.596524388999995,45.593999999999994
181,-13.0,-40.304391125,-5.8167027699,-20.506946651,45.593999999999994,13.0,40.304391125,5.8167027699,20.506946651,45.593999999999994
182,-13.0,38.855852737,9.844839756399999,21.728199978000003,45.593999999999994,13.0,-38.855852737,-9.844839756399999,-21.728199978000003,45.593999999999994
183,-13.0,-17.648742254000002,5.7718311901,-41.641574149,45.593999999999994,13.0,17.648742254000002,-5.7718311901,41.641574149,45.593999999999994
184,-13.0,21.245938403,-40.007162262,-5.1816894092000005,45.593999999999994,13.0,-21.245938403,40.007162262,5.1816894092000005,45.593999999999994
185,-13.0,18.746815906,16.287215951,-38.237368188000005,45.593999999999994,13.0,-18.746815906,-16.287215951,38.237368188000005,45.593999999999994
186,-13.0,16.019492195999998,-42.343973977,5.401534379099999,45.593999999999994,13.0,-16.019492195999998,42.343973977,-5.401534379099999,45.593999999999994
187,-13.0,16.657130949000003,0.932240297,-42.432107566999996,45.593999999999994,13.0,-16.657130949000003,-0.932240297,42.432107566999996,45.593999999999994
188,-13.0,-20.661354503,27.171026416999997,30.226752878000003,45.593999999999994,13.0,20.661354503,-27.171026416999997,-30.226752878000003,45.593999999999994
189,-13.0,-29.358733603,33.557724876,9.526631009199999,45.593999999999994,13.0,29.358733603,-33.557724876,-9.526631009199999,45.593999999999994
190,-13.0,4.7132807536,-38.331598119,24.233992781999998,45.593999999999994,13.0,-4.7132807536,38.331598119,-24.233992781999998,45.593999999999994
191,-13.0,-1.5843254461,-13.719306742999999,-43.452081324,45.593999999999994,13.0,1.5843254461,13.719306742999999,43.452081324,45.593999999999994
192,-13.0,27.297946386,-35.858637993,6.9132510766,45.593999999999994,13.0,-27.297946386,35.858637993,-6.9132510766,45.593999999999994
193,-13.0,10.899604135,-39.928241002,19.124514012,45.593999999999994,13.0,-10.899604135,39.928241002,-19.124514012,45.593999999999994
194,-13.0,-38.61719234,0.35156416695,24.236371312,45.593999999999994,13.0,38.61719234,-0.35156416695,-24.236371312,45.593999999999994
195,-13.0,-33.659602621,28.244363472,12.169631032,45.593999999999994,13.0,33.659602621,-28.244363472,-12.169631032,45.593999999999994
196,-13.0,11.277775032000001,-18.142288709000002,40.280044522,45.593999999999994,13.0,-11.277775032000001,18.142288709000002,-40.280044522,45.593999999999994
